school_code_name_grade_span_subject_grade_type_subgroup_num_tested_num_l1_pct_l1_num_l2_pct_l2_num_l3_pct_l3_num_l4_pct_l4_num_l5_pct_l5_num_ccr_pct_ccr_num_glp_pct_glp_avg_score,proficiency_band_id,subject_id,breakdown_id,school_value_float
010303  Alamance-Burlington Middle College  09-12   BI  EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    251.4,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC ALL WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  ALL 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  EDS 5   -   -   -   -   -   -   -   <5  -   <5  -   <5  1   20.0    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  FEM 5   -   -   -   -   -   <5  -   -   -   <5  1   20.0    1   20.0    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_LEP 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  NOT_SWD 7   1   14.3    3   42.9    1   14.3    1   14.3    1   14.3    2   28.6    3   42.9    ,22,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,25,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,24,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,23,,,
010303  Alamance-Burlington Middle College  09-12   EOC EOC RG  WHTE    5   -   <5  -   -   -   -   -   -   -   -   2   40.0    3   60.0    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG 104 -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG 104 -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG 104 -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG 104 -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG 104 -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_MATH    67  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_MATH    67  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_MATH    67  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_MATH    67  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_MATH    67  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_READ    87  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_READ    87  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_READ    87  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_READ    87  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL AIG_READ    87  -   <5  -   <5  -   <5  -   -   -   -   -   >95 -   >95 ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL ALL 603 95  15.8    127 21.1    59  9.8 228 37.8    94  15.6    322 53.4    381 63.2    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL ALL 603 95  15.8    127 21.1    59  9.8 228 37.8    94  15.6    322 53.4    381 63.2    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL ALL 603 95  15.8    127 21.1    59  9.8 228 37.8    94  15.6    322 53.4    381 63.2    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL ALL 603 95  15.8    127 21.1    59  9.8 228 37.8    94  15.6    322 53.4    381 63.2    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL ALL 603 95  15.8    127 21.1    59  9.8 228 37.8    94  15.6    322 53.4    381 63.2    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL BLCK    53  -   -   -   -   -   -   -   -   -   <5  21  39.6    29  54.7    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL BLCK    53  -   -   -   -   -   -   -   -   -   <5  21  39.6    29  54.7    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL BLCK    53  -   -   -   -   -   -   -   -   -   <5  21  39.6    29  54.7    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL BLCK    53  -   -   -   -   -   -   -   -   -   <5  21  39.6    29  54.7    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL BLCK    53  -   -   -   -   -   -   -   -   -   <5  21  39.6    29  54.7    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL EDS 274 65  23.7    66  24.1    32  11.7    94  34.3    17  6.2 111 40.5    143 52.2    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL EDS 274 65  23.7    66  24.1    32  11.7    94  34.3    17  6.2 111 40.5    143 52.2    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL EDS 274 65  23.7    66  24.1    32  11.7    94  34.3    17  6.2 111 40.5    143 52.2    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL EDS 274 65  23.7    66  24.1    32  11.7    94  34.3    17  6.2 111 40.5    143 52.2    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL EDS 274 65  23.7    66  24.1    32  11.7    94  34.3    17  6.2 111 40.5    143 52.2    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM 300 39  13.0    61  20.3    33  11.0    120 40.0    47  15.7    167 55.7    200 66.7    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM 300 39  13.0    61  20.3    33  11.0    120 40.0    47  15.7    167 55.7    200 66.7    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM 300 39  13.0    61  20.3    33  11.0    120 40.0    47  15.7    167 55.7    200 66.7    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM 300 39  13.0    61  20.3    33  11.0    120 40.0    47  15.7    167 55.7    200 66.7    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM 300 39  13.0    61  20.3    33  11.0    120 40.0    47  15.7    167 55.7    200 66.7    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_BLCK    31  -   -   -   -   -   -   -   -   -   <5  11  35.5    16  51.6    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_BLCK    31  -   -   -   -   -   -   -   -   -   <5  11  35.5    16  51.6    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_BLCK    31  -   -   -   -   -   -   -   -   -   <5  11  35.5    16  51.6    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_BLCK    31  -   -   -   -   -   -   -   -   -   <5  11  35.5    16  51.6    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_BLCK    31  -   -   -   -   -   -   -   -   -   <5  11  35.5    16  51.6    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_HISP    59  -   -   -   -   -   -   -   -   -   <5  23  39.0    34  57.6    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_HISP    59  -   -   -   -   -   -   -   -   -   <5  23  39.0    34  57.6    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_HISP    59  -   -   -   -   -   -   -   -   -   <5  23  39.0    34  57.6    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_HISP    59  -   -   -   -   -   -   -   -   -   <5  23  39.0    34  57.6    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_HISP    59  -   -   -   -   -   -   -   -   -   <5  23  39.0    34  57.6    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_MULT    10  1   10.0    2   20.0    1   10.0    2   20.0    4   40.0    6   60.0    7   70.0    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_MULT    10  1   10.0    2   20.0    1   10.0    2   20.0    4   40.0    6   60.0    7   70.0    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_MULT    10  1   10.0    2   20.0    1   10.0    2   20.0    4   40.0    6   60.0    7   70.0    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_MULT    10  1   10.0    2   20.0    1   10.0    2   20.0    4   40.0    6   60.0    7   70.0    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_MULT    10  1   10.0    2   20.0    1   10.0    2   20.0    4   40.0    6   60.0    7   70.0    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_WHTE    200 23  11.5    34  17.0    16  8.0 86  43.0    41  20.5    127 63.5    143 71.5    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_WHTE    200 23  11.5    34  17.0    16  8.0 86  43.0    41  20.5    127 63.5    143 71.5    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_WHTE    200 23  11.5    34  17.0    16  8.0 86  43.0    41  20.5    127 63.5    143 71.5    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_WHTE    200 23  11.5    34  17.0    16  8.0 86  43.0    41  20.5    127 63.5    143 71.5    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL FEM_WHTE    200 23  11.5    34  17.0    16  8.0 86  43.0    41  20.5    127 63.5    143 71.5    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL HISP    128 -   -   -   -   -   -   -   -   -   <5  49  38.3    64  50.0    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL HISP    128 -   -   -   -   -   -   -   -   -   <5  49  38.3    64  50.0    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL HISP    128 -   -   -   -   -   -   -   -   -   <5  49  38.3    64  50.0    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL HISP    128 -   -   -   -   -   -   -   -   -   <5  49  38.3    64  50.0    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL HISP    128 -   -   -   -   -   -   -   -   -   <5  49  38.3    64  50.0    ,22,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL LEP 46  -   -   -   -   -   -   -   -   -   <5  9   19.6    14  30.4    ,25,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL LEP 46  -   -   -   -   -   -   -   -   -   <5  9   19.6    14  30.4    ,24,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL LEP 46  -   -   -   -   -   -   -   -   -   <5  9   19.6    14  30.4    ,,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL LEP 46  -   -   -   -   -   -   -   -   -   <5  9   19.6    14  30.4    ,23,,,
010304  Alexander Wilson Elementary PK-05   ALL ALL ALL LEP 46  -   -   -   -   -   -   -   -   -   <5  9   19.6    14  30.4    ,22,,,
